INSERT INTO CUSTOMERS VALUES (customer_id,person_id,'name',zipcode);
INSERT INTO CUSTOMERS VALUES (10995116278024,4538,'Johansson',1364);
INSERT INTO CUSTOMERS VALUES (10995116283004,4539,'Yamada',706);
INSERT INTO CUSTOMERS VALUES (10995116284297,4540,'Khan',767);
INSERT INTO CUSTOMERS VALUES (10995116284432,4541,'Becker',616);
INSERT INTO CUSTOMERS VALUES (10995116285579,4542,'Avrukh',1187);
INSERT INTO CUSTOMERS VALUES (10995116286113,4543,'Li',390);
INSERT INTO CUSTOMERS VALUES (10995116287056,4544,'Zhang',375);
INSERT INTO CUSTOMERS VALUES (13194139534381,4545,'Tanase',1307);
INSERT INTO CUSTOMERS VALUES (13194139535937,4546,'Lei',370);
INSERT INTO CUSTOMERS VALUES (13194139536276,4547,'Balog',1157);
INSERT INTO CUSTOMERS VALUES (13194139539206,4548,'Bajracharya',1244);
INSERT INTO CUSTOMERS VALUES (13194139540387,4549,'Wu',1300);
INSERT INTO CUSTOMERS VALUES (13194139540512,4550,'Wang',403);
INSERT INTO CUSTOMERS VALUES (13194139540918,4551,'Baloch',784);
INSERT INTO CUSTOMERS VALUES (13194139541710,4552,'Costantino',1394);
INSERT INTO CUSTOMERS VALUES (13194139543410,4553,'Zhang',353);
INSERT INTO CUSTOMERS VALUES (15393162789743,4554,'Chen',388);
INSERT INTO CUSTOMERS VALUES (15393162789787,4555,'Aab',1178);
INSERT INTO CUSTOMERS VALUES (15393162790876,4556,'Bianchi',1170);
INSERT INTO CUSTOMERS VALUES (15393162791601,4557,'Wang',459);
INSERT INTO CUSTOMERS VALUES (15393162792126,4558,'Alhouthi',1434);
INSERT INTO CUSTOMERS VALUES (15393162792924,4559,'Blanko',540);
INSERT INTO CUSTOMERS VALUES (15393162794721,4560,'Xu',415);
INSERT INTO CUSTOMERS VALUES (15393162794998,4561,'Kobayashi',693);
INSERT INTO CUSTOMERS VALUES (15393162795793,4562,'Ravalomanana',1197);
INSERT INTO CUSTOMERS VALUES (15393162796323,4563,'Zhang',364);
INSERT INTO CUSTOMERS VALUES (15393162798066,4564,'Zhang',423);
INSERT INTO CUSTOMERS VALUES (17592186044960,4565,'Cruz',815);
INSERT INTO CUSTOMERS VALUES (17592186046315,4566,'Wang',507);
INSERT INTO CUSTOMERS VALUES (17592186047069,4567,'Anderson',1046);
INSERT INTO CUSTOMERS VALUES (17592186048912,4568,'Sato',682);
INSERT INTO CUSTOMERS VALUES (17592186049822,4569,'Ako',1047);
INSERT INTO CUSTOMERS VALUES (17592186053899,4570,'Bindi',1177);
INSERT INTO CUSTOMERS VALUES (17592186054424,4571,'Kim',1334);
INSERT INTO CUSTOMERS VALUES (17592186055361,4572,'Hosseini',1160);
INSERT INTO CUSTOMERS VALUES (19791209300800,4573,'Jones',883);
INSERT INTO CUSTOMERS VALUES (19791209302007,4574,'Anwar',667);
INSERT INTO CUSTOMERS VALUES (19791209302063,4575,'Chen',475);
INSERT INTO CUSTOMERS VALUES (19791209302820,4576,'Wei',431);
INSERT INTO CUSTOMERS VALUES (19791209303474,4577,'Gerima',1126);
INSERT INTO CUSTOMERS VALUES (19791209303787,4578,'Kovacs',1314);
INSERT INTO CUSTOMERS VALUES (19791209304864,4579,'Richter',623);
INSERT INTO CUSTOMERS VALUES (19791209305271,4580,'Santos',590);
INSERT INTO CUSTOMERS VALUES (19791209307604,4581,'Kaczmarek',1285);
INSERT INTO CUSTOMERS VALUES (19791209308215,4582,'Schmidt',603);
INSERT INTO CUSTOMERS VALUES (19791209308612,4583,'Hussain',756);
INSERT INTO CUSTOMERS VALUES (19791209310091,4584,'Bemba',1096);
INSERT INTO CUSTOMERS VALUES (21990232556616,4585,'Inoue',709);
INSERT INTO CUSTOMERS VALUES (21990232558172,4586,'Collinson',530);
INSERT INTO CUSTOMERS VALUES (21990232562488,4587,'Vanunu',1231);
INSERT INTO CUSTOMERS VALUES (21990232563995,4588,'Nakamura',678);
INSERT INTO CUSTOMERS VALUES (21990232564099,4589,'Zhang',374);
INSERT INTO CUSTOMERS VALUES (24189255811736,4590,'Ngoche',1195);
INSERT INTO CUSTOMERS VALUES (24189255814689,4591,'Manalo',811);
INSERT INTO CUSTOMERS VALUES (24189255815403,4592,'Yang',383);
INSERT INTO CUSTOMERS VALUES (26388279069323,4593,'Alvarez',733);
INSERT INTO CUSTOMERS VALUES (26388279069992,4594,'Davis',878);
INSERT INTO CUSTOMERS VALUES (26388279070085,4595,'Popescu',1305);
INSERT INTO CUSTOMERS VALUES (26388279070307,4596,'Xu',381);
INSERT INTO CUSTOMERS VALUES (26388279071305,4597,'Li',316);
INSERT INTO CUSTOMERS VALUES (26388279073183,4598,'Li',402);
INSERT INTO CUSTOMERS VALUES (26388279073723,4599,'Popescu',1308);
INSERT INTO CUSTOMERS VALUES (26388279073970,4600,'Bianchi',1172);
INSERT INTO CUSTOMERS VALUES (26388279076182,4601,'Yang',327);
INSERT INTO CUSTOMERS VALUES (26388279077283,4602,'Wang',335);
INSERT INTO CUSTOMERS VALUES (28587302324716,4603,'Nakamura',705);
INSERT INTO CUSTOMERS VALUES (28587302324726,4604,'Silva',567);
INSERT INTO CUSTOMERS VALUES (28587302325089,4605,'Oliveira',575);
INSERT INTO CUSTOMERS VALUES (30786325584077,4606,'Ahsan',784);
INSERT INTO CUSTOMERS VALUES (32985348833612,4607,'Yang',357);
INSERT INTO CUSTOMERS VALUES (32985348834761,4608,'Takahashi',680);
INSERT INTO CUSTOMERS VALUES (32985348836842,4609,'Chen',480);
INSERT INTO CUSTOMERS VALUES (32985348836851,4610,'Abuhatzira',1233);
INSERT INTO CUSTOMERS VALUES (32985348837411,4611,'Zhu',505);
INSERT INTO CUSTOMERS VALUES (32985348839783,4612,'Zhang',389);
INSERT INTO CUSTOMERS VALUES (892,4613,'Li',387);
INSERT INTO CUSTOMERS VALUES (1672,4614,'Georgiev',513);
INSERT INTO CUSTOMERS VALUES (2254,4615,'Paphunga',1383);
INSERT INTO CUSTOMERS VALUES (2997,4616,'Chen',375);
INSERT INTO CUSTOMERS VALUES (3652,4617,'Li',358);
INSERT INTO CUSTOMERS VALUES (4260,4618,'Perera',1355);
INSERT INTO CUSTOMERS VALUES (6389,4619,'Silva',593);
INSERT INTO CUSTOMERS VALUES (7687,4620,'Mamani',1266);
INSERT INTO CUSTOMERS VALUES (8839,4621,'Yang',473);
INSERT INTO CUSTOMERS VALUES (9001,4622,'Basov',867);
INSERT INTO CUSTOMERS VALUES (2199023255953,4623,'Fischer',621);
INSERT INTO CUSTOMERS VALUES (2199023256366,4624,'Antoniou',1140);
INSERT INTO CUSTOMERS VALUES (2199023258218,4625,'Suzuki',712);
INSERT INTO CUSTOMERS VALUES (2199023259719,4626,'Li',472);
INSERT INTO CUSTOMERS VALUES (2199023265238,4627,'Shevchenko',1419);
INSERT INTO CUSTOMERS VALUES (4398046514578,4628,'Baloch',777);
INSERT INTO CUSTOMERS VALUES (4398046514887,4629,'Chen',426);
INSERT INTO CUSTOMERS VALUES (4398046515909,4630,'Zhang',375);
INSERT INTO CUSTOMERS VALUES (4398046518635,4631,'Nujoma',534);
INSERT INTO CUSTOMERS VALUES (4398046519169,4632,'Zhao',473);
INSERT INTO CUSTOMERS VALUES (4398046520091,4633,'Budjana',648);
INSERT INTO CUSTOMERS VALUES (6597069767698,4634,'Dryml',1080);
INSERT INTO CUSTOMERS VALUES (6597069767722,4635,'Suzuki',696);
INSERT INTO CUSTOMERS VALUES (6597069768001,4636,'Aly',1197);
INSERT INTO CUSTOMERS VALUES (6597069768940,4637,'Sheikh',772);
INSERT INTO CUSTOMERS VALUES (6597069770186,4638,'Barre',1127);
INSERT INTO CUSTOMERS VALUES (6597069771622,4639,'Yang',318);
INSERT INTO CUSTOMERS VALUES (6597069774275,4640,'Jones',980);
INSERT INTO CUSTOMERS VALUES (8796093023016,4641,'Yang',329);
INSERT INTO CUSTOMERS VALUES (8796093028047,4642,'Zakrzewski',1278);
INSERT INTO CUSTOMERS VALUES (8796093028228,4643,'Ali',767);
INSERT INTO CUSTOMERS VALUES (8796093029579,4644,'Abderrahmane',968);
INSERT INTO CUSTOMERS VALUES (8796093030487,4645,'Martens',1002);
INSERT INTO CUSTOMERS VALUES (10995116278629,4646,'Budjana',647);
INSERT INTO CUSTOMERS VALUES (10995116279521,4647,'Zhu',311);
INSERT INTO CUSTOMERS VALUES (10995116279833,4648,'Tobing',643);
INSERT INTO CUSTOMERS VALUES (10995116283027,4649,'Mangalaza',1201);
INSERT INTO CUSTOMERS VALUES (10995116284884,4650,'Montt',1055);
INSERT INTO CUSTOMERS VALUES (10995116286600,4651,'Zhao',448);
INSERT INTO CUSTOMERS VALUES (10995116286940,4652,'Nguyen',932);
INSERT INTO CUSTOMERS VALUES (10995116287181,4653,'Wu',1301);
INSERT INTO CUSTOMERS VALUES (13194139534298,4654,'Nguyen',941);
INSERT INTO CUSTOMERS VALUES (13194139536694,4655,'Yang',391);
INSERT INTO CUSTOMERS VALUES (13194139537706,4656,'Nagy',1154);
INSERT INTO CUSTOMERS VALUES (13194139537760,4657,'Yang',333);
INSERT INTO CUSTOMERS VALUES (13194139539047,4658,'Amarttayakul',1391);
INSERT INTO CUSTOMERS VALUES (13194139539952,4659,'Li',368);
INSERT INTO CUSTOMERS VALUES (13194139540587,4660,'Johnson',900);
INSERT INTO CUSTOMERS VALUES (13194139541239,4661,'Gallagher',662);
INSERT INTO CUSTOMERS VALUES (13194139541502,4662,'Khan',791);
INSERT INTO CUSTOMERS VALUES (13194139542316,4663,'Wong',1214);
INSERT INTO CUSTOMERS VALUES (13194139543063,4664,'Yang',427);
INSERT INTO CUSTOMERS VALUES (13194139543075,4665,'Antoniou',1142);
INSERT INTO CUSTOMERS VALUES (13194139543868,4666,'Young',1423);
INSERT INTO CUSTOMERS VALUES (13194139544267,4667,'Li',480);
INSERT INTO CUSTOMERS VALUES (15393162789197,4668,'Angello',1145);
INSERT INTO CUSTOMERS VALUES (15393162792240,4669,'Zhang',360);
INSERT INTO CUSTOMERS VALUES (15393162792398,4670,'Mulder',1251);
INSERT INTO CUSTOMERS VALUES (15393162792508,4671,'Williams',1113);
INSERT INTO CUSTOMERS VALUES (15393162793061,4672,'Zhang',496);
INSERT INTO CUSTOMERS VALUES (15393162793222,4673,'Dobrunov',840);
INSERT INTO CUSTOMERS VALUES (15393162794246,4674,'Alhouthi',1436);
INSERT INTO CUSTOMERS VALUES (15393162795745,4675,'Kobayashi',697);
INSERT INTO CUSTOMERS VALUES (15393162795896,4676,'Bravo',723);
INSERT INTO CUSTOMERS VALUES (15393162796013,4677,'Charoenpura',1386);
INSERT INTO CUSTOMERS VALUES (15393162796681,4678,'Muller',601);
INSERT INTO CUSTOMERS VALUES (15393162799452,4679,'Zhang',456);
INSERT INTO CUSTOMERS VALUES (15393162799687,4680,'Anton',1087);
INSERT INTO CUSTOMERS VALUES (17592186045051,4681,'Hu',491);
INSERT INTO CUSTOMERS VALUES (17592186046584,4682,'Do',937);
INSERT INTO CUSTOMERS VALUES (17592186046651,4683,'Aquino',815);
INSERT INTO CUSTOMERS VALUES (17592186050878,4684,'Bettens',1003);
INSERT INTO CUSTOMERS VALUES (17592186051072,4685,'Li',420);
INSERT INTO CUSTOMERS VALUES (17592186054398,4686,'Kamkar',1165);
INSERT INTO CUSTOMERS VALUES (17592186055230,4687,'Aquino',805);
INSERT INTO CUSTOMERS VALUES (19791209302258,4688,'Mendez',722);
INSERT INTO CUSTOMERS VALUES (19791209305035,4689,'David',1135);
INSERT INTO CUSTOMERS VALUES (19791209305173,4690,'Li',437);
INSERT INTO CUSTOMERS VALUES (21990232556607,4691,'Chedid',1109);
INSERT INTO CUSTOMERS VALUES (21990232557462,4692,'Mangalaza',1206);
INSERT INTO CUSTOMERS VALUES (21990232559058,4693,'Zhu',390);
INSERT INTO CUSTOMERS VALUES (21990232560987,4694,'Liu',481);
INSERT INTO CUSTOMERS VALUES (21990232561864,4695,'Alves',581);
INSERT INTO CUSTOMERS VALUES (21990232562271,4696,'Herrmann',626);
INSERT INTO CUSTOMERS VALUES (21990232562371,4697,'Suzuki',702);
INSERT INTO CUSTOMERS VALUES (21990232562625,4698,'Brown',902);
INSERT INTO CUSTOMERS VALUES (21990232563112,4699,'Chen',428);
INSERT INTO CUSTOMERS VALUES (21990232565632,4700,'Xu',461);
INSERT INTO CUSTOMERS VALUES (24189255816530,4701,'Golovin',838);
INSERT INTO CUSTOMERS VALUES (24189255817153,4702,'Wang',465);
INSERT INTO CUSTOMERS VALUES (24189255817908,4703,'Salminen',520);
INSERT INTO CUSTOMERS VALUES (24189255818047,4704,'Vasquez',1275);
INSERT INTO CUSTOMERS VALUES (24189255819161,4705,'Liu',501);
INSERT INTO CUSTOMERS VALUES (24189255820439,4706,'Gutierrez',1079);
INSERT INTO CUSTOMERS VALUES (26388279067183,4707,'Yang',466);
INSERT INTO CUSTOMERS VALUES (26388279070374,4708,'Perez',1350);
INSERT INTO CUSTOMERS VALUES (26388279070751,4709,'Hoffmann',534);
INSERT INTO CUSTOMERS VALUES (26388279077332,4710,'Smith',877);
INSERT INTO CUSTOMERS VALUES (28587302322222,4711,'Garcia',750);
INSERT INTO CUSTOMERS VALUES (28587302325491,4712,'Ravalomanana',1198);
INSERT INTO CUSTOMERS VALUES (28587302327138,4713,'Cruz',804);
INSERT INTO CUSTOMERS VALUES (30786325579017,4714,'Cruz',825);
INSERT INTO CUSTOMERS VALUES (30786325580937,4715,'Gusev',833);
INSERT INTO CUSTOMERS VALUES (30786325584252,4716,'Ho',949);
INSERT INTO CUSTOMERS VALUES (30786325585006,4717,'Muller',613);
INSERT INTO CUSTOMERS VALUES (30786325587285,4718,'Iglesias',1347);
INSERT INTO CUSTOMERS VALUES (32985348833550,4719,'Aziz',1109);
INSERT INTO CUSTOMERS VALUES (32985348836502,4720,'Aquino',831);
INSERT INTO CUSTOMERS VALUES (32985348836654,4721,'Yang',317);
INSERT INTO CUSTOMERS VALUES (32985348837120,4722,'Kovacs',1149);
INSERT INTO CUSTOMERS VALUES (32985348839512,4723,'Hleb',998);
INSERT INTO CUSTOMERS VALUES (32985348841208,4724,'Kovacs',1306);
INSERT INTO CUSTOMERS VALUES (32985348841289,4725,'Zhang',389);
INSERT INTO CUSTOMERS VALUES (32985348841677,4726,'Leong',1213);
INSERT INTO CUSTOMERS VALUES (32985348843569,4727,'Rodriguez',714);
INSERT INTO CUSTOMERS VALUES (35184372096719,4728,'Adams',1024);
INSERT INTO CUSTOMERS VALUES (1549,4729,'Wang',456);
INSERT INTO CUSTOMERS VALUES (1646,4730,'Yang',421);
INSERT INTO CUSTOMERS VALUES (2069,4731,'Zhang',328);
INSERT INTO CUSTOMERS VALUES (2204,4732,'Gomez',714);
INSERT INTO CUSTOMERS VALUES (4186,4733,'Zhao',315);
INSERT INTO CUSTOMERS VALUES (4305,4734,'Khaki',1379);
INSERT INTO CUSTOMERS VALUES (2199023257880,4735,'Li',441);
INSERT INTO CUSTOMERS VALUES (2199023258588,4736,'Machado',585);
INSERT INTO CUSTOMERS VALUES (2199023261079,4737,'Al-Mukhaini',539);
INSERT INTO CUSTOMERS VALUES (2199023261116,4738,'Hoang',918);
INSERT INTO CUSTOMERS VALUES (2199023261946,4739,'Castillo',1429);
INSERT INTO CUSTOMERS VALUES (2199023262947,4740,'Irama',655);
INSERT INTO CUSTOMERS VALUES (4398046515869,4741,'Wang',341);
INSERT INTO CUSTOMERS VALUES (4398046516399,4742,'Williams',894);
INSERT INTO CUSTOMERS VALUES (4398046516876,4743,'Liu',421);
INSERT INTO CUSTOMERS VALUES (4398046517096,4744,'Boughedir',1395);
INSERT INTO CUSTOMERS VALUES (4398046518931,4745,'Popov',845);
INSERT INTO CUSTOMERS VALUES (4398046519163,4746,'Popescu',1313);
INSERT INTO CUSTOMERS VALUES (4398046519180,4747,'Elizalde',749);
INSERT INTO CUSTOMERS VALUES (4398046519759,4748,'Hu',485);
INSERT INTO CUSTOMERS VALUES (4398046520209,4749,'Liu',355);
INSERT INTO CUSTOMERS VALUES (4398046521554,4750,'Inoue',690);
INSERT INTO CUSTOMERS VALUES (6597069773281,4751,'Gonzalez',1068);
INSERT INTO CUSTOMERS VALUES (6597069774577,4752,'Abdul, Hady',1106);
INSERT INTO CUSTOMERS VALUES (6597069775546,4753,'Popescu',1309);
INSERT INTO CUSTOMERS VALUES (6597069775993,4754,'Aziz',1104);
INSERT INTO CUSTOMERS VALUES (8796093023368,4755,'Do',927);
INSERT INTO CUSTOMERS VALUES (8796093026282,4756,'Jones',886);
INSERT INTO CUSTOMERS VALUES (8796093030591,4757,'Simon',1205);
INSERT INTO CUSTOMERS VALUES (8796093032404,4758,'Li',410);
INSERT INTO CUSTOMERS VALUES (8796093032442,4759,'Liu',494);
INSERT INTO CUSTOMERS VALUES (8796093032776,4760,'Loan',926);
INSERT INTO CUSTOMERS VALUES (10995116280248,4761,'Mansour',1103);
INSERT INTO CUSTOMERS VALUES (10995116283237,4762,'Bona',1040);
INSERT INTO CUSTOMERS VALUES (10995116283679,4763,'Qureshi',787);
INSERT INTO CUSTOMERS VALUES (10995116283803,4764,'Bahaina',1121);
INSERT INTO CUSTOMERS VALUES (10995116284389,4765,'Avi',1214);
INSERT INTO CUSTOMERS VALUES (10995116285267,4766,'Bessong',1047);
INSERT INTO CUSTOMERS VALUES (13194139533409,4767,'Zhang',483);
INSERT INTO CUSTOMERS VALUES (13194139536353,4768,'Li',485);
INSERT INTO CUSTOMERS VALUES (13194139538916,4769,'Dionysiou',1145);
INSERT INTO CUSTOMERS VALUES (13194139539414,4770,'Kobayashi',713);
INSERT INTO CUSTOMERS VALUES (13194139540117,4771,'Chen',437);
INSERT INTO CUSTOMERS VALUES (13194139543687,4772,'Rodriguez',1070);
INSERT INTO CUSTOMERS VALUES (15393162790486,4773,'Zhang',351);
INSERT INTO CUSTOMERS VALUES (15393162792070,4774,'Zhang',391);
INSERT INTO CUSTOMERS VALUES (15393162792505,4775,'Jones',906);
INSERT INTO CUSTOMERS VALUES (15393162793427,4776,'Garbi',1139);
INSERT INTO CUSTOMERS VALUES (15393162794277,4777,'Garcia',820);
INSERT INTO CUSTOMERS VALUES (17592186045199,4778,'Bomani',1379);
INSERT INTO CUSTOMERS VALUES (17592186045636,4779,'Costa',569);
INSERT INTO CUSTOMERS VALUES (17592186045983,4780,'Akhiezer',991);
INSERT INTO CUSTOMERS VALUES (17592186047156,4781,'Ahmed',791);
INSERT INTO CUSTOMERS VALUES (17592186047338,4782,'Jong',1255);
INSERT INTO CUSTOMERS VALUES (17592186049956,4783,'Ferrari',1170);
INSERT INTO CUSTOMERS VALUES (17592186051216,4784,'Yan',347);
INSERT INTO CUSTOMERS VALUES (17592186051938,4785,'Ho',936);
INSERT INTO CUSTOMERS VALUES (17592186052427,4786,'Bikoula',1045);
INSERT INTO CUSTOMERS VALUES (17592186052809,4787,'Zhou',484);
INSERT INTO CUSTOMERS VALUES (17592186054831,4788,'Wei',496);
INSERT INTO CUSTOMERS VALUES (19791209305368,4789,'Garcia',719);
INSERT INTO CUSTOMERS VALUES (19791209306432,4790,'Arif',641);
INSERT INTO CUSTOMERS VALUES (19791209306462,4791,'Zhang',317);
INSERT INTO CUSTOMERS VALUES (19791209307385,4792,'Li',357);
INSERT INTO CUSTOMERS VALUES (21990232557683,4793,'Ho',923);
INSERT INTO CUSTOMERS VALUES (21990232559037,4794,'Wei',350);
INSERT INTO CUSTOMERS VALUES (21990232559605,4795,'Zhang',394);
INSERT INTO CUSTOMERS VALUES (21990232566345,4796,'Chen',460);
INSERT INTO CUSTOMERS VALUES (24189255813233,4797,'Murray',1330);
INSERT INTO CUSTOMERS VALUES (24189255817559,4798,'Akhiezer',991);
INSERT INTO CUSTOMERS VALUES (24189255818614,4799,'Kovacs',1155);
INSERT INTO CUSTOMERS VALUES (24189255818642,4800,'Zhang',410);
INSERT INTO CUSTOMERS VALUES (24189255818753,4801,'Malik',754);
INSERT INTO CUSTOMERS VALUES (24189255820038,4802,'Dumezweni',550);
INSERT INTO CUSTOMERS VALUES (24189255820283,4803,'Feltsman',857);
INSERT INTO CUSTOMERS VALUES (26388279066664,4804,'Oliveira',588);
INSERT INTO CUSTOMERS VALUES (26388279067182,4805,'Faye',1317);
INSERT INTO CUSTOMERS VALUES (26388279070041,4806,'Sall',1320);
INSERT INTO CUSTOMERS VALUES (26388279071075,4807,'Chen',464);
INSERT INTO CUSTOMERS VALUES (26388279073140,4808,'Fernandez',553);
INSERT INTO CUSTOMERS VALUES (26388279073195,4809,'Latham',1452);
INSERT INTO CUSTOMERS VALUES (26388279075876,4810,'Asasekiryu',533);
INSERT INTO CUSTOMERS VALUES (28587302323548,4811,'Kalaba',1449);
INSERT INTO CUSTOMERS VALUES (28587302326898,4812,'Harris',906);
INSERT INTO CUSTOMERS VALUES (28587302328648,4813,'Zhang',411);
INSERT INTO CUSTOMERS VALUES (28587302331906,4814,'Nascimento',574);
INSERT INTO CUSTOMERS VALUES (28587302332291,4815,'Smith',901);
INSERT INTO CUSTOMERS VALUES (30786325577757,4816,'Zhang',452);
INSERT INTO CUSTOMERS VALUES (30786325578648,4817,'Diaz',978);
INSERT INTO CUSTOMERS VALUES (30786325579170,4818,'Zhang',459);
INSERT INTO CUSTOMERS VALUES (30786325579653,4819,'Fuema',1316);
INSERT INTO CUSTOMERS VALUES (30786325580085,4820,'Zhang',484);
INSERT INTO CUSTOMERS VALUES (30786325582265,4821,'Antonescu',1307);
INSERT INTO CUSTOMERS VALUES (30786325583412,4822,'Basov',864);
INSERT INTO CUSTOMERS VALUES (30786325586652,4823,'Peretz',1227);
INSERT INTO CUSTOMERS VALUES (30786325586897,4824,'Li',313);
INSERT INTO CUSTOMERS VALUES (30786325587775,4825,'Fernandez',1070);
INSERT INTO CUSTOMERS VALUES (32985348834109,4826,'Bomani',1374);
INSERT INTO CUSTOMERS VALUES (32985348835718,4827,'Gonzalez',737);
INSERT INTO CUSTOMERS VALUES (32985348837946,4828,'Rodriguez',724);
INSERT INTO CUSTOMERS VALUES (32985348839513,4829,'Astorga',536);
INSERT INTO CUSTOMERS VALUES (32985348839747,4830,'Wei',504);
INSERT INTO CUSTOMERS VALUES (32985348841403,4831,'Ambane',1040);
INSERT INTO CUSTOMERS VALUES (32985348843099,4832,'Colombo',1171);
INSERT INTO CUSTOMERS VALUES (32985348843757,4833,'David',1130);
INSERT INTO CUSTOMERS VALUES (1385,4834,'Avi',1211);
INSERT INTO CUSTOMERS VALUES (4273,4835,'Lu',361);
INSERT INTO CUSTOMERS VALUES (6429,4836,'Do',920);
INSERT INTO CUSTOMERS VALUES (8818,4837,'Li',500);
INSERT INTO CUSTOMERS VALUES (2199023256501,4838,'Nguyen',947);
INSERT INTO CUSTOMERS VALUES (2199023258365,4839,'Verheyen',1005);
INSERT INTO CUSTOMERS VALUES (2199023259149,4840,'Jones',1424);
INSERT INTO CUSTOMERS VALUES (2199023261428,4841,'Zhang',373);
INSERT INTO CUSTOMERS VALUES (2199023262477,4842,'Xu',480);
INSERT INTO CUSTOMERS VALUES (2199023265013,4843,'Smith',884);
INSERT INTO CUSTOMERS VALUES (2199023265753,4844,'Jones',911);
INSERT INTO CUSTOMERS VALUES (2199023266253,4845,'Lee',1339);
INSERT INTO CUSTOMERS VALUES (4398046513038,4846,'Gallagher',660);
INSERT INTO CUSTOMERS VALUES (4398046515633,4847,'Yang',483);
INSERT INTO CUSTOMERS VALUES (4398046516013,4848,'Kobayashi',674);
INSERT INTO CUSTOMERS VALUES (4398046516761,4849,'Zhu',468);
INSERT INTO CUSTOMERS VALUES (4398046516798,4850,'Dionysiou',1144);
INSERT INTO CUSTOMERS VALUES (4398046517132,4851,'Taylor',986);
INSERT INTO CUSTOMERS VALUES (4398046519546,4852,'Khan',762);
INSERT INTO CUSTOMERS VALUES (6597069769131,4853,'Dunne',543);
INSERT INTO CUSTOMERS VALUES (6597069769998,4854,'Cardenas',733);
INSERT INTO CUSTOMERS VALUES (6597069771725,4855,'Zhang',447);
INSERT INTO CUSTOMERS VALUES (6597069772252,4856,'Huang',460);
INSERT INTO CUSTOMERS VALUES (6597069774822,4857,'Garcia',829);
INSERT INTO CUSTOMERS VALUES (6597069774884,4858,'Chen',423);
INSERT INTO CUSTOMERS VALUES (6597069775663,4859,'Popov',848);
INSERT INTO CUSTOMERS VALUES (8796093023349,4860,'Wang',495);
INSERT INTO CUSTOMERS VALUES (8796093023954,4861,'Glazer-Taasa',1440);
INSERT INTO CUSTOMERS VALUES (8796093026383,4862,'Qureshi',762);
INSERT INTO CUSTOMERS VALUES (8796093031574,4863,'Wang',448);
INSERT INTO CUSTOMERS VALUES (10995116277812,4864,'Yamamoto',678);
INSERT INTO CUSTOMERS VALUES (10995116280161,4865,'Zhang',501);
INSERT INTO CUSTOMERS VALUES (10995116281734,4866,'Guardiola',521);
INSERT INTO CUSTOMERS VALUES (10995116281842,4867,'Sato',674);
INSERT INTO CUSTOMERS VALUES (10995116283321,4868,'Hu',1038);
INSERT INTO CUSTOMERS VALUES (10995116284766,4869,'Peretz',1231);
INSERT INTO CUSTOMERS VALUES (10995116286675,4870,'Zhang',403);
INSERT INTO CUSTOMERS VALUES (10995116287224,4871,'Zhang',429);
INSERT INTO CUSTOMERS VALUES (13194139534634,4872,'Sato',693);
INSERT INTO CUSTOMERS VALUES (13194139534838,4873,'Kofler',1418);
INSERT INTO CUSTOMERS VALUES (13194139539939,4874,'Wang',384);
INSERT INTO CUSTOMERS VALUES (13194139543023,4875,'Castillo',1426);
INSERT INTO CUSTOMERS VALUES (13194139543767,4876,'Paphunga',1387);
INSERT INTO CUSTOMERS VALUES (15393162791928,4877,'Fampas',1143);
INSERT INTO CUSTOMERS VALUES (15393162793138,4878,'Ojeda',1267);
INSERT INTO CUSTOMERS VALUES (15393162796161,4879,'Pinter',1156);
INSERT INTO CUSTOMERS VALUES (15393162796557,4880,'Bach',609);
INSERT INTO CUSTOMERS VALUES (15393162796639,4881,'Antonio',799);
INSERT INTO CUSTOMERS VALUES (17592186046480,4882,'Lien',946);
INSERT INTO CUSTOMERS VALUES (17592186047057,4883,'Burak',1444);
INSERT INTO CUSTOMERS VALUES (17592186047524,4884,'Sanchez',1351);
INSERT INTO CUSTOMERS VALUES (17592186048657,4885,'Liu',356);
INSERT INTO CUSTOMERS VALUES (17592186051731,4886,'Nguyen',923);
INSERT INTO CUSTOMERS VALUES (19791209301318,4887,'Zhang',484);
INSERT INTO CUSTOMERS VALUES (19791209303168,4888,'Jong',1252);
INSERT INTO CUSTOMERS VALUES (19791209306499,4889,'Amin',957);
INSERT INTO CUSTOMERS VALUES (19791209308779,4890,'Wang',324);
INSERT INTO CUSTOMERS VALUES (19791209310754,4891,'Brown',891);
INSERT INTO CUSTOMERS VALUES (21990232557115,4892,'Li',413);
INSERT INTO CUSTOMERS VALUES (21990232558541,4893,'Ahmed',772);
INSERT INTO CUSTOMERS VALUES (21990232559564,4894,'Chihab',1236);
INSERT INTO CUSTOMERS VALUES (21990232560962,4895,'Goenka',1017);
INSERT INTO CUSTOMERS VALUES (21990232563800,4896,'Richter',612);
INSERT INTO CUSTOMERS VALUES (24189255811210,4897,'Aquino',807);
INSERT INTO CUSTOMERS VALUES (24189255812157,4898,'Hu',368);
INSERT INTO CUSTOMERS VALUES (24189255814335,4899,'Zhao',405);
INSERT INTO CUSTOMERS VALUES (24189255821296,4900,'Bembo-Leta',1099);
INSERT INTO CUSTOMERS VALUES (26388279067670,4901,'Eduard',1421);
INSERT INTO CUSTOMERS VALUES (26388279069313,4902,'Amin',953);
INSERT INTO CUSTOMERS VALUES (26388279070729,4903,'Kobayashi',712);
